"","screenName","location","lon","lat"
"cuestione","cuestione","Mexico",-102.552784,23.634501
"PERIODICORUTA","PERIODICORUTA","Tulancingo de Bravo,  Hidalgo",-98.3690922,20.0904802
"GalvaniM","GalvaniM","Roma",-95.9036356,36.0766378
"varesenews","varesenews","Varese",8.8250576,45.8205989
"soulfullofharry","soulfullofharry","London, England",-0.1277583,51.5073509
"sportface2016","sportface2016","Italia",12.56738,41.87194
"DiMarzio","DiMarzio","Milano",-75.163389,39.9629406
"alba90yt","alba90yt","Mentone France",7.49754,43.774481
"GwenSteffenDVM","GwenSteffenDVM","Milford, OH",-84.2943821,39.1753377
"_Cotu","_Cotu","Roma",-95.9036356,36.0766378
"AnguloInforma","AnguloInforma","Durango, México",-104.6587821,24.5592665
"stepheneast","stepheneast","ireland",-7.6920536,53.1423672
"RichiNovela","RichiNovela","Jakarta Capital Region",106.845599,-6.2087634
"JustMeMatteo","JustMeMatteo","Forlì, Emilia Romagna",12.0407312,44.2227398
"Unimexicali1","Unimexicali1","Mexicali, BC",-115.4522623,32.6245389
"UniradioInforma","UniradioInforma","Tijuana",-117.0382471,32.5149469
"kbssidhu1961","kbssidhu1961","Chandigarh, India",76.7794179,30.7333148
"AndreaCavoti","AndreaCavoti","Europa. Italia. Torino.",7.686864,45.0703393
"TimesTranscript","TimesTranscript","Moncton, NB",-64.7782313,46.0878165
"HUniversitarioG","HUniversitarioG","Guayaquil-Ecuador",-79.9223592,-2.1709979
"PharmacyIcare","PharmacyIcare","Edmonton, Alberta",-113.4909267,53.544389
"EvanMoose","EvanMoose","Fayettenam",-78.8783585,35.0526641
"dr_dmorgan","dr_dmorgan","Baltimore, MD",-76.6121893,39.2903848
"imago_mundi","imago_mundi","Napoli, Italy",14.26812,40.8517983
"let_heaven_open","let_heaven_open","Sicilia, Italia",14.0153557,37.5999938
"CEVAXIN_PTY","CEVAXIN_PTY","Panama",-80.782127,8.537981
"patrick_kri","patrick_kri","Brædstrup",9.611034,55.971645
"Ryan_Mac_Phd","Ryan_Mac_Phd","Chapel Hill, NC",-79.0558445,35.9131996
"DJGlittertitts","DJGlittertitts","Maryland, USA",-76.6412712,39.0457549
"libertylives277","libertylives277","California, USA",-119.4179324,36.778261
"realKyleOlbert","realKyleOlbert","Washington, DC",-77.0368707,38.9071923
"mad_sters","mad_sters","New York, NY",-74.0059728,40.7127753
"JoinAPPA","JoinAPPA","United States",-95.712891,37.09024
"manausalerta","manausalerta","Manaus / AM / Brasil",-60.0217314,-3.1190275
"t_point_uk","t_point_uk","England, United Kingdom",-1.1743197,52.3555177
"Alana48960097","Alana48960097","Rio de Janeiro, Brasil",-43.1728965,-22.9068467
"ohsinnerman","ohsinnerman","Am the frog down your back at the Carroll County picture show",-77.0564464,39.5423418
"FranzDelCal","FranzDelCal","CDMX",-99.133208,19.4326077
"Brittany_PA_C","Brittany_PA_C","Gainesville, FL",-82.3248262,29.6516344
"aetiology","aetiology","Kent, Ohio",-81.3578859,41.1536674
"DanielComin","DanielComin","Tenerife España",-16.6291304,28.2915637
"MI_DigitalWeek","MI_DigitalWeek","Milano, Lombardia",9.189982,45.4642035
"parabachim","parabachim","Roma, Lazio",12.4963655,41.9027835
"DoraKristina","DoraKristina","Berlin",13.404954,52.5200066
"Woland2485","Woland2485","Italy",12.56738,41.87194
"thaniagal","thaniagal","Gdl || MX ",-103.3496092,20.6596988
"estikasar","estikasar","Sicily, Italy",14.0153557,37.5999938
"cohdychristians","cohdychristians","Ana",-121.9300787,37.369891
"EmilioCadernMne","EmilioCadernMne","México city.",-99.133208,19.4326077
"mehravarr","mehravarr","Lahore, Pakistan",74.3587473,31.5203696
"Vincenzo_Vita","Vincenzo_Vita","Roma",-95.9036356,36.0766378
"LACRONICA_LOCAL","LACRONICA_LOCAL","Mexicali, Baja California",-115.4522623,32.6245389
"lacronicacom","lacronicacom","Mexicali, Baja California",-115.4522623,32.6245389
"ECOSYEXPRESION","ECOSYEXPRESION","Oaxaca, México.",-96.7132304,17.0542297
"IlaEf","IlaEf","Milan, Italy",9.189982,45.4642035
"FrkGiovanetti","FrkGiovanetti","Alba, Italy",8.0356911,44.7009153
"cristinapecchio","cristinapecchio","Milano",-75.163389,39.9629406
"DraKeillaFr","DraKeillaFr","Moema, São Paulo",-46.6721032,-23.6020214
"Lalterego21","Lalterego21","Marche, Italia",12.989615,43.5058744
"HIAyoraLoja","HIAyoraLoja","Loja - Ecuador",-79.2112769,-4.0078909
"dadwithabeard","dadwithabeard","Lincoln",-87.6369062,41.9188073
"HPGLatacunga","HPGLatacunga","Latacunga, Ecuador",-78.60585,-0.931556
"ainnj2","ainnj2","United States",-95.712891,37.09024
"HHCCAzogues","HHCCAzogues","Azogues, Ecuador",-78.8488227,-2.7409471
"Salud_CZ6","Salud_CZ6","Ecuador",-78.183406,-1.831239
"RiesHunter","RiesHunter","Madison, WI",-89.4012302,43.0730517
"FrMaselli","FrMaselli","Rome, Lazio",12.4963655,41.9027835
"cecilianadie","cecilianadie","BDG",-87.8242239,42.0557248
"sciliz","sciliz","sweet coast elite",-118.0310414,34.1301674
"HTDMACHALA","HTDMACHALA","Machala",-79.9553924,-3.2581112
"DrHugoMagdaleno","DrHugoMagdaleno","Celaya, Guanajuato",-100.8112885,20.5279612
"DanielBolnick","DanielBolnick","University of Texas at Austin",-97.7340567,30.2849185
"DavidUnderdown9","DavidUnderdown9","London",-0.1277583,51.5073509
"1grandmamean","1grandmamean","Illinois, USA",-89.3985283,40.6331249
"Salud_CZ7","Salud_CZ7","LOJA",-79.2112769,-4.0078909
"thijskuiken","thijskuiken","Rotterdam, The Netherlands",4.4777326,51.9244201
"gufopit","gufopit","Mpo Qui Mpo Lì",-0.276795,48.336898
"alexvespi","alexvespi","@northeastern ",-74.2179326,43.2994285
"natan_bilga","natan_bilga","München, Bayern",11.5819805,48.1351253
"nicolol93","nicolol93","Firenze",11.2558136,43.7695604
"DavideBalbi_","DavideBalbi_","Cassino, Lazio",13.8332193,41.4866953
"FavoriteGoat","FavoriteGoat","In the barn!",-72.7863818,41.9532177
"TheHavercakeLad","TheHavercakeLad","Fav food: Royale with cheese",-83.0636008,42.3502691
"ivanrojasorg","ivanrojasorg","Venezuela",-66.58973,6.42375
"CaCemeteryHist","CaCemeteryHist","Canada",-106.346771,56.130366
"Joe911S","Joe911S","Como ● Hong Kong ● Vostochny",114.109497,22.396428
"hospitalverdi","hospitalverdi","Portoviejo-Manabí",-80.4524903,-1.054723
"_livingfree","_livingfree","Northeastern Florida, U.S.",-81.3428916,29.95439
"Joy_of_Wealth","Joy_of_Wealth","Lagos",3.3792057,6.5243793
"Die_Frau_Hilde","Die_Frau_Hilde","Germany",10.451526,51.165691
"mediabharti","mediabharti","Faridabad",77.3177894,28.4089123
"EMR_research","EMR_research","Manchester, UK",-2.2426305,53.4807593
"NoticiaOaxaca","NoticiaOaxaca","Oaxaca, México",-96.7132304,17.0542297
"Suscuss1","Suscuss1","Chicago, IL",-87.6297982,41.8781136
"VanBob5","VanBob5","Grottammare, Marche",13.8683671,42.9853425
"imeymift","imeymift","Bandung",107.6191228,-6.9174639
"asyahrinr","asyahrinr","Bandung - Jakarta - Lampung",107.61212,-6.921432
"TriwwKhawet","TriwwKhawet","London,amsterdam",-0.1942501,51.4923296
"henidzar","henidzar","Bandung Selatan",107.6215321,-7.1340702
"val_lui","val_lui","Milan, MI",-83.6824384,42.0853204
"arnoldomutiti","arnoldomutiti","somewhere around",-94.1245969,36.3341834
"MorkieNation","MorkieNation","toronto",-79.3831843,43.653226
"bangalul_BAA","bangalul_BAA","Bandung, Jawa Barat",107.6191228,-6.9174639
"Kainslie4","Kainslie4","London, England",-0.1277583,51.5073509
"SinachOkee","SinachOkee","Abuja, Nigeria",7.398574,9.0764785
"picardonhealth","picardonhealth","Montréal",-73.567256,45.5016889
"emceemike","emceemike","Hungary",19.5033041,47.162494
"emozioneviaggio","emozioneviaggio","Milano, Lombardia",9.189982,45.4642035
"mrjohelpadilla","mrjohelpadilla","Vía Láctea",-116.9684115,32.4678022
"einat162","einat162","Unknown",-80.8575394,35.2205059
"malusel2","malusel2","Forlimpopoli, FC, Italia.",12.1285285,44.1879103
"uswahabibah","uswahabibah","Jakarta ",106.845599,-6.2087634
"Spardeft","Spardeft","Mexico",-102.552784,23.634501
"jasonbuyo","jasonbuyo","Crown City of the South",-82.2829266,38.5909166
"Washington_Aris","Washington_Aris","Viña del Mar, Chile",-71.5500276,-33.0153481
"dutadamaijabar","dutadamaijabar","Bandung, Jawa Barat",107.6191228,-6.9174639
"nordjyskedk","nordjyskedk","Denmark, Aalborg",9.921747,57.0488195
"krila89","krila89","Hogwarts (Virginia USA)",-78.6568942,37.4315734
"Mwirigi","Mwirigi","Nairobi, Kenya",36.8219462,-1.2920659
"saungdutadamai","saungdutadamai","Bandung, Jawa Barat",107.6191228,-6.9174639
"adhiprmndn","adhiprmndn","Kuta, Bali",115.1767095,-8.7223957
"ASMicrobiology","ASMicrobiology","Washington, DC",-77.0368707,38.9071923
"DiarioImagen","DiarioImagen","México",-102.552784,23.634501
"RealtyNetworkG","RealtyNetworkG","Clarks Summit, PA",-75.7085248,41.4886892
"LotusQN","LotusQN","富山市",137.2136768,36.6959518
"Mentari_SIL","Mentari_SIL","Bandung",107.6191228,-6.9174639
"NordjyskePlus","NordjyskePlus","Aalborg, Danmark",9.921747,57.0488195
"Titty66Santa","Titty66Santa","Toscana, Italia",11.2486208,43.7710513
"chicca_ndr","chicca_ndr","Salerno, Campania",14.7680961,40.6824408
"markogeovani","markogeovani","Alexandria, VA",-77.0469214,38.8048355
"AlvoradaVP","AlvoradaVP","Genova, Liguria, Italia",8.946256,44.4056499
"m_hoehle","m_hoehle","Berlin, Stockholm, ...",13.3492537,52.4996864
"CapitalMexico","CapitalMexico","Miguel Hidalgo",-99.2083953,19.4306575
"Tommasi_Anna","Tommasi_Anna","Bassano del Grappa, Veneto",11.7272747,45.7657286
"ChemiNoles","ChemiNoles","Tallahassee, FL",-84.2807329,30.4382559
"host_microbe","host_microbe","Davis, CA",-121.7405167,38.5449065
"LmMaggio","LmMaggio","Palermo",13.3614868,38.11569
"Lelenu_C","Lelenu_C","Bologna, Emilia Romagna",11.3426162,44.494887
"Reartwo","Reartwo","Advisor, based in Milano , ITA",9.1808019,45.4718014
"cheshire1418","cheshire1418","Cheshire",-2.6103158,53.2326344
"memprot_biophys","memprot_biophys","Virginia, USA",-78.6568942,37.4315734
"SolentNHSTrust","SolentNHSTrust","Hampshire",-72.6624209,42.3471357
"VargasDanielPY","VargasDanielPY","Paraguay",-58.443832,-23.442503
"ericmasMCL","ericmasMCL","Mayagüez, PR",-67.1451549,18.2013452
"starkbuckz","starkbuckz","Ready, Freddie?",-88.9634992,34.7355079
"oranggadabener","oranggadabener","Neverland",-120.0928127,34.7415368
"itssimoon","itssimoon","Italia",12.56738,41.87194
"GMRaspo","GMRaspo","Italia",12.56738,41.87194
"Dr_Ellie","Dr_Ellie","United Kingdom",-3.435973,55.378051
"brookmanknight","brookmanknight","Melbourne",144.9630576,-37.8136276
"chuletadeosler","chuletadeosler","Valencia, Spain",-0.3762881,39.4699075
"molinaro_enrico","molinaro_enrico","Roma, Lazio",12.4963655,41.9027835
"AchimZeileis","AchimZeileis","Innsbruck, Austria",11.4041024,47.2692124
"Whattagellah","Whattagellah","Italy",12.56738,41.87194
"mrosamalisan","mrosamalisan","Milano",-75.163389,39.9629406
"alonhu","alonhu","Hungary",19.5033041,47.162494
"eugenia9097","eugenia9097","da qualche parte in Puglia",17.1011931,40.7928393
"father_tortoise","father_tortoise","Melbourne, Australia",144.9630576,-37.8136276
"missgamingnerd","missgamingnerd","Universe",-95.9915346,36.1568902
"Yuri_Masier","Yuri_Masier","San Donà di Piave, Veneto",12.5660992,45.630335
"NHSEnglandNorth","NHSEnglandNorth","North of England",-77.4990119,38.3631383
"titzbiltz","titzbiltz","Aachen City Region",6.0838868,50.7753455
"ECDC_Outbreaks","ECDC_Outbreaks","Stockholm, Sweden",18.0685808,59.3293235
"georgiemark","georgiemark","Cyprus",33.429859,35.126413
"alepazoe","alepazoe","Luang Prabang",102.1346874,19.8833959
"slizazie","slizazie","Padova / Udine",11.8540001,45.3823505
"AHCR141","AHCR141","CDMX",-99.133208,19.4326077
"Just_Michelle_","Just_Michelle_","Italy and everywhere! ",12.56738,41.87194
"GdpnS","GdpnS","Potsdam (Brandenburg)",13.0644729,52.3905689
"IsabelCurdes","IsabelCurdes","Central Jutland, Denmark",9.302777,56.302139
"Eva_booklover97","Eva_booklover97","Friuli-Venezia Giulia, Italia",13.1033646,46.2259177
"Jacksiejacks","Jacksiejacks","London",-0.1277583,51.5073509
"s0ftbucky","s0ftbucky","bone????!?!?!",-95.9289276,36.7449431
"GiuseppeBorgia8","GiuseppeBorgia8","Padua, Veneto",11.8767611,45.4064349
"hotpornsites","hotpornsites","WorldWide",-95.266826,36.249758
"AvvMennillo","AvvMennillo","Marigliano, Campania",14.4562455,40.9249099
"viviana_manca","viviana_manca","roma",-95.9036356,36.0766378
"Molossoidea","Molossoidea","CH",-87.6423369,41.8846003
"dadinmars","dadinmars","Depok, Indonesia",106.7942405,-6.4024844
"Corriere","Corriere","Milano",-75.163389,39.9629406
"Alessan46195327","Alessan46195327","Milano, Lombardia",9.189982,45.4642035
"24ma","24ma","アキバＦ、香港獨立、香港語教室、脱原発、アンチ蝗大国",114.109497,22.396428
"tobias_mayr","tobias_mayr","Saarbrücken, Germany",6.9969327,49.2401572
"robertusagus5","robertusagus5","Sweden",18.643501,60.128161
"realBioMassSpec","realBioMassSpec","Humboldt University · Berlin · 🇨🇦🇩🇪",13.3936551,52.517883
"gazzettamantova","gazzettamantova","mantova, Italy",10.7913751,45.1564168
"Nikkio48","Nikkio48","Roma, Lazio",12.4963655,41.9027835
"fmcfehervar","fmcfehervar","Székesfehérvár, Hungary",18.4221358,47.1860262
"francinizzeton","francinizzeton","Roma e, appena posso, Dublin",-6.2677215,53.3450254
"jonzworld","jonzworld","India",78.96288,20.593684
"grecolaci","grecolaci","Crotone",17.1271102,39.0807932
"Freiheitsmama","Freiheitsmama","Schleswig-Holstein, Deutschlan",9.6961167,54.2193672
"GabyBugarin","GabyBugarin","México",-102.552784,23.634501
"ItsViktorious","ItsViktorious","Obafemi Awolowo University ",4.526348,7.5177221
"luuurensa","luuurensa","Pedergnano_Erbusco_Brescia",9.9868654,45.5886201
"nemesisinc","nemesisinc","Maseru, Lesotho",27.4869229,-29.3150767
"AnnieVilu","AnnieVilu","México",-102.552784,23.634501
"TiChitsinde","TiChitsinde","SADC",-75.4162098,45.5853576
"Chrischarito_","Chrischarito_","Kigali",30.1044288,-1.9705786
"VenexaArtsVA","VenexaArtsVA","Australia",133.775136,-25.274398
"GraceMTLL","GraceMTLL","100x35",-66.0741028,18.3827859
"PlanetaOtaku","PlanetaOtaku","México, CDMX",-99.133208,19.4326077
"arsalanhahsmi","arsalanhahsmi","Brooklyn, NY",-73.9441579,40.6781784
"IceCubesLemon","IceCubesLemon","austin tx",-97.7430608,30.267153
"beabeccari","beabeccari","Cesena, Emilia Romagna",12.2464292,44.1396438
"PMCPune","PMCPune","Shivaji Nagar, Pune",73.8474647,18.5308225
"blackcatattoo","blackcatattoo","Novafeltria RN",12.2882281,43.8909106
"edgar_fierro1","edgar_fierro1","Lyons, KS ➡ Hutchinson, KS",-98.2017268,38.3450104
"diariocorreo","diariocorreo","Lima - Perú",-77.042754,-12.0463731
"bonobonohu","bonobonohu","Tallinn, Estonia",24.7535747,59.4369608
"isabellaabelsua","isabellaabelsua","Cedar City, UT",-113.0618931,37.6774769
"Miss_MikaNicole","Miss_MikaNicole","on your mind",-80.3262284,25.9046798
"Carlos_S01","Carlos_S01","Mexico City",-99.133208,19.4326077
"kevmhud","kevmhud","NY & NJ",-74.0059728,40.7127753
"FRONTERA_LOCAL","FRONTERA_LOCAL","Tijuana, Baja California",-117.0382471,32.5149469
"fronterainfo","fronterainfo","Tijuana, Baja California",-117.0382471,32.5149469
"budicahyadii","budicahyadii","East Java, Indonesia",112.2384017,-7.5360639
"felesiabowen","felesiabowen","South Carolina, USA",-81.1637245,33.836081
"barbzhomes","barbzhomes","Tacoma, WA",-122.4442906,47.2528768
"Nayelhi_Ramona","Nayelhi_Ramona","Xalapa - Veracruz - CDMX",-96.9101806,19.5437751
"T0M0_K0NG","T0M0_K0NG","New York",-74.0059728,40.7127753
"FloresdWisteria","FloresdWisteria","Mexico",-102.552784,23.634501
"alfredoo666","alfredoo666","cdmx",-99.133208,19.4326077
"tamakiotomo","tamakiotomo","Hungary",19.5033041,47.162494
"alissaamore","alissaamore","Arizona, USA",-111.0937311,34.0489281
"thekevkage","thekevkage","Nassau, Bahamas",-77.355413,25.0479835
"ky_mi","ky_mi","somewhere in italy",12.56738,41.87194
"BiologicalB","BiologicalB","England, United Kingdom",-1.1743197,52.3555177
"kaushiksejpal1","kaushiksejpal1","Rajkot, India",70.8021599,22.3038945
"infoitsalute","infoitsalute","Italia",12.56738,41.87194
"BiomedJ","BiomedJ","Chang Gung University, Taiwan",121.3874856,25.0334479
"evancherpeski","evancherpeski","Carson City, NV",-119.7674034,39.1637984
"riadejaneiro_","riadejaneiro_","St Louis, MO",-90.1994042,38.6270025
"sw1ssmystery","sw1ssmystery","Charlottesville, VA",-78.4766781,38.0293059
"Rx_Ed","Rx_Ed","NYC",-74.0059728,40.7127753
"adn_noticias","adn_noticias","Pachuca de Soto, Hidalgo",-98.7591311,20.1010608
"BountourabyTou1","BountourabyTou1","Milan, Lombardy",9.189982,45.4642035
"gorskon","gorskon","United States",-95.712891,37.09024
"G2Disrupt","G2Disrupt","Baltimore, MD",-76.6121893,39.2903848
"class_clown36","class_clown36","Puerto Rico, USA",-66.6134129,18.0117807
"DeschaineJustin","DeschaineJustin","Connecticut, USA",-73.087749,41.6032207
"ClinicalApprova","ClinicalApprova","London",-0.1277583,51.5073509
"meals914","meals914","East Java, Indonesia",112.2384017,-7.5360639
"MedicineHatNews","MedicineHatNews","Medicine Hat, AB, Canada",-110.6764257,50.0405486
"V_R_Rangers","V_R_Rangers","Great Britain & N. Ireland",-2.0727839,53.7190281
"SNCCLA","SNCCLA","Los Angeles",-118.2436849,34.0522342
"matiere","matiere","新潟県佐渡市",138.3680821,38.0183525
"IllinoisRx","IllinoisRx","Illinois, USA",-89.3985283,40.6331249
"1HealthID","1HealthID","Jakarta, Indonesia ",106.845599,-6.2087634
"kristinsullivan","kristinsullivan","Saint Paul, Minnesota",-93.0899578,44.9537029
"mitdoc","mitdoc","Roanoke, VA",-79.9414266,37.2709704
"Carla_YourAgent","Carla_YourAgent","Crystal Springs, FL",-82.1575843,28.1814008
"Revista_Teorema","Revista_Teorema","Mexico",-102.552784,23.634501
"BystanderBill","BystanderBill","McHenry-Illinois",-88.2667534,42.333355
"supercelosisimo","supercelosisimo","Romería Cerrada 78 S01 01430",-71.9282781,42.6682004
"Dr_Anonymous33","Dr_Anonymous33","Houston, TX",-95.3698028,29.7604267
"nikmah_wahid","nikmah_wahid","Pandaan, Indonesia",112.7032945,-7.6426348
"sisoysealtiel","sisoysealtiel","México",-102.552784,23.634501
"HollyKlier","HollyKlier","Montana, USA",-110.3625658,46.8796822
"erin_frost_art","erin_frost_art","New York, USA",-74.0059728,40.7127753
"yemimadistia","yemimadistia","Kota Semarang, Jawa Tengah",110.4381254,-7.0051453
"jarotter","jarotter","ITAM",-99.2001039,19.3450908
"FernandoMeade","FernandoMeade","Mexico City",-99.133208,19.4326077
"queendsheena","queendsheena","Minding My Business",-80.083191,26.715168
"Canal66TV","Canal66TV","Mexicali, BC",-115.4522623,32.6245389
"maestraw","maestraw","Indiana, USA",-86.1349019,40.2671941
"jacy_gollee","jacy_gollee","Hays, KS",-99.3267702,38.8791783
"rendawn_","rendawn_","Pilipinas | pshssrc21",121.774017,12.879721
"Islahiyah06","Islahiyah06","Cirebon, Jawa Barat, Indonesia",108.5523164,-6.7320229
"BelfastRed3120","BelfastRed3120","Belfast, Northern Ireland",-5.93012,54.597285
"Pediatratepic","Pediatratepic","TEPIC NAYARIT MEXICO",-104.8945887,21.5041651
"thelonevirologi","thelonevirologi","USA",-95.712891,37.09024
"mlktpmsnh","mlktpmsnh","Rochester NY",-77.6088465,43.1565779
"Toto_Beans","Toto_Beans","Greeley, CO",-104.7091322,40.4233142
"HugoChappaloni","HugoChappaloni","Mexico",-102.552784,23.634501
"pulmones","pulmones","Mexico",-102.552784,23.634501
"ursulacamba","ursulacamba","CDMX",-99.133208,19.4326077
"CillianDeGascun","CillianDeGascun","Dublin, Ireland",-6.2603097,53.3498053
"pulgaralmich","pulgaralmich","Uruapan, Michoacán de Ocampo",-102.0430476,19.4064492
"carolinamp98","carolinamp98","Mexico",-102.552784,23.634501
"alexa_springer","alexa_springer","Iowa, USA",-93.097702,41.8780025
"bookapharmacist","bookapharmacist","UK (scope: International)",0.8664176,51.1311722
"Humbledore","Humbledore","Barrie",-79.6903316,44.3893556
"westloopvet","westloopvet","Chicago, IL",-87.6297982,41.8781136
"el_yardo","el_yardo","San Antonio, TX",-98.4936282,29.4241219
"Sarasg1309","Sarasg1309","Italia",12.56738,41.87194
"Gr8SageEqlofHvn","Gr8SageEqlofHvn","Local Group, LSC",-91.4886347,38.3599512
"menegaisss","menegaisss","Santa Catarina, Brazil",-50.2188556,-27.2423392
"Hyjell","Hyjell","Osaka-shi Kita, Osaka",135.5100252,34.7053617
"baerbelsmile","baerbelsmile","US",-95.712891,37.09024
"SemsaManaus","SemsaManaus","Manaus, Brasil",-60.0217314,-3.1190275
"TakeThatCDC","TakeThatCDC","Atlanta, GA",-84.3879824,33.7489954
"lanadelyeezus__","lanadelyeezus__","Minot, ND",-101.2922906,48.2329668
"DCHHS","DCHHS","Dallas, TX",-96.7969879,32.7766642
"HFIdaho","HFIdaho","Idaho",-114.7420408,44.0682019
"lourenco_rui56","lourenco_rui56","Loulé, Portugal",-8.020216,37.1379187
"ShannaPea_","ShannaPea_","Thibodaux, LA",-90.822871,29.7957633
"ukiyojoy","ukiyojoy","Venezia",12.3155151,45.4408474
"selecciones_mx","selecciones_mx","México, DF",-99.133208,19.4326077
"ElMonitorSLP","ElMonitorSLP","San Luis Potosí, México",-100.9855409,22.1564699
"Aim911","Aim911","Greenwood, IN",-86.1066526,39.6136578
"elcalamar","elcalamar","México",-102.552784,23.634501
"lucky_ducky101","lucky_ducky101","Stockton, California, USA",-121.2907796,37.9577016
"jkxcomics","jkxcomics","Madison | San Fran | Philly",-122.486625,37.764802
"isett4","isett4","Roma",-95.9036356,36.0766378
"Salud_CZ8","Salud_CZ8","Guayaquil - Ecuador",-79.9223592,-2.1709979
"maurovanetti","maurovanetti","Pavia, Lombardy",9.1582069,45.1847248
"Nihilon45","Nihilon45","Australia, UK, NZ, Eire etc etc",133.775136,-25.274398
"amarcadia","amarcadia","Anywhere",-122.333481,47.602201
"War_ina_babylon","War_ina_babylon","Okporo coaltar na Ahịa Owerre ",6.983333,5.8
"CENETEC","CENETEC","Av. Marina Nacional No. 60, ala B piso 9, Col. Tacuba, Demarcación Territorial Miguel Hidalgo, C.P. 11410 CDMX Tel. 6392 4300 Ext.52415",-99.1858385,19.4535008
"RickyJarero","RickyJarero","Mexico",-102.552784,23.634501
"rita21411","rita21411","Texas, USA",-99.9018131,31.9685988
"MaryECosenza","MaryECosenza","Moorpark CA",-118.8820414,34.285558
"DrugStoreNews","DrugStoreNews","New York, NY",-74.0059728,40.7127753
"LaVozaz","LaVozaz","Phoenix",-112.0740373,33.4483771
"IsraelReyesMtz","IsraelReyesMtz","Saltillo, Coahuila. ",-100.973678,25.4383234
"claravallejo","claravallejo","CELAYA GTO. MEXICO",-100.8112885,20.5279612
"FolhaMaues","FolhaMaues","Amazonas, Brazil",-65.8560646,-3.4168427
"SPOOKY_MiLKSOAP","SPOOKY_MiLKSOAP","Catania",15.0830304,37.5078772
"Matt_JDickinson","Matt_JDickinson","Oxford, England",-1.2577263,51.7520209
"BKilby","BKilby","Mooresville, NC",-80.8081413,35.5859146
"mister_blank","mister_blank","Near Worcester, MA",-71.8022934,42.2625932
"FayCortez","FayCortez","Minneapolis",-93.2650108,44.977753
"rikmasukses","rikmasukses","Bandung, Jawa Barat",107.6191228,-6.9174639
"paoacro","paoacro","Pachuca, Hgo.",-98.7591311,20.1010608
"23701FD","23701FD","Chesapeake,  VA - USA",-76.2874927,36.7682088
"beccahathaway42","beccahathaway42","Ankeny, IA",-93.6001278,41.7317884
"FHMC_NYC","FHMC_NYC","4500 Parsons Blvd, Queens NY",-73.8166179,40.7552678
"Pharm_A_Save","Pharm_A_Save","Monroe, WA",-121.970958,47.8553772
"ItalianPolitics","ItalianPolitics","Rome",12.4963655,41.9027835
"BigSnugALot","BigSnugALot","Providence, RI",-71.4128343,41.8239891
"kaurisar","kaurisar","H, V",-78.9162406,38.3912618
"balchirritos","balchirritos","Narvarte Poniente, Benito Juárez",-99.1580693,19.3923907
"dishgirl4","dishgirl4","On stolen Sauk & Meskwaki land",-89.9253233,43.4066375
"ND_BravesFAN","ND_BravesFAN","North Dakota, USA",-101.0020119,47.5514926
"LDCHEALTH","LDCHEALTH","Lawrence, Kansas",-95.2352501,38.9716689
"NIALLSV93","NIALLSV93","Italia",12.56738,41.87194
"ArockPlays","ArockPlays","New Tech City",-94.5770782,39.1109529
"rebugmp4","rebugmp4","Los Angeles, CA",-118.2436849,34.0522342
"SanayHermosa","SanayHermosa","México",-102.552784,23.634501
"GaryClark82","GaryClark82","Dartford",0.216872,51.44621
"RepinWolf","RepinWolf","Grand Rapids, MN",-93.5302142,47.2371658
"CIDRAP","CIDRAP","Minneapolis, MN",-93.2650108,44.977753
"AberdeenNews","AberdeenNews","Aberdeen, SD",-98.4864829,45.4646985
"RTFilingsStocks","RTFilingsStocks","New York, USA",-74.0059728,40.7127753
"JOCOHealth","JOCOHealth","Olathe, KS",-94.8191285,38.8813958
"NewportLost","NewportLost","Sea Level Covfefe RI",-71.4774291,41.5800945
"Lo_Zanzi","Lo_Zanzi","Boston, MA",-71.0588801,42.3600825
"murksmusings","murksmusings","Illinois",-89.3985283,40.6331249
"strong_girl2012","strong_girl2012","Southampton, England",-1.4043509,50.9097004
"wnubew","wnubew","México",-102.552784,23.634501
"ppalbureau","ppalbureau","Benito Juárez",-87.6642641,41.8531528
"_AndrewSchmidt","_AndrewSchmidt","Atlanta, GA",-84.3879824,33.7489954
"Cyclingnewsfeed","Cyclingnewsfeed","Everywhere",-84.3640829,33.7589188
"caitlyn_weir","caitlyn_weir","Mount Ayr, ia",-94.235232,40.7147147
"LouisLeoIV","LouisLeoIV","United States",-95.712891,37.09024
"TargetMrkting","TargetMrkting","Hershey, PA",-76.6502468,40.2859239
"kuriousmind93","kuriousmind93","United States",-95.712891,37.09024
"ACSP_Canada","ACSP_Canada","Canada",-106.346771,56.130366
"CPHO_Canada","CPHO_Canada","Canada",-106.346771,56.130366
"ChapinNewsSC","ChapinNewsSC","Dutch Fork Areas",-81.1994999,34.153168
"TranSpoNewsEnIt","TranSpoNewsEnIt","JAPAN",138.252924,36.204824
"amtz_rafa","amtz_rafa","Mexico",-102.552784,23.634501
"drmiguelmarcos","drmiguelmarcos","Salamanca, Spain",-5.6635397,40.9701039
"570NEWS","570NEWS","Kitchener, Ontario",-80.4925337,43.4516395
"notizieoggi_com","notizieoggi_com","Milano, Lombardia",9.189982,45.4642035
"abtassociates","abtassociates","Cambridge, Massachusetts",-71.1097335,42.3736158
"Tbauze","Tbauze","Warri, Nigeria",5.7932008,5.5543995
"paj8588","paj8588","Missouri, USA",-91.8318334,37.9642529
"GertvanderHoek","GertvanderHoek","Netherlands",5.291266,52.132633
